premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context
Both dragons might hurt others.	There was no dragon.	strong	unreal	modal	negative	both	neutral
Both vampires might cast bronze into a statue.	There was no vampire.	strong	unreal	modal	negative	both	neutral
Both zombies might upset the boat.	There was no zombie.	strong	unreal	modal	negative	both	neutral
Both unicorns might cut the ribbon.	There was no unicorn.	strong	unreal	modal	negative	both	neutral
Both trolls might broadcast the message.	There was no troll.	strong	unreal	modal	negative	both	neutral
Both krakens might set the table.	There was no kraken.	strong	unreal	modal	negative	both	neutral
Both mermaids might hit the gong.	There was no mermaid.	strong	unreal	modal	negative	both	neutral
Both goblins might hurt others.	There was no goblin.	strong	unreal	modal	negative	both	neutral
Both dragons might hit the ball.	There was no dragon.	strong	unreal	modal	negative	both	neutral
All unicorns might thrust the fork into the cake.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All trolls might put on a jacket.	There was no troll.	strong	unreal	modal	negative	all	neutral
All vampires might put the book on the shelf.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All goblins might put on a jacket.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All zombies might thrust the fork into the cake.	There was no zombie.	strong	unreal	modal	negative	all	neutral
All griffins might set the table.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All centaurs might cast bronze into a statue.	There was no centaur.	strong	unreal	modal	negative	all	neutral
All dragons might let the dog in.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All zombies might upset the boat.	There was no zombie.	strong	unreal	modal	negative	all	neutral
All unicorns might hit the gong.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All griffins might put on a jacket.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All griffins might cast bronze into a statue.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All goblins might slit the envelope.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All mermaids might broadcast the message.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All vampires might cast bronze into a statue.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All goblins might hurt others.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All vampires might cast bronze into a statue.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All mermaids might hurt others.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All goblins might burst into the room.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All krakens might cut the ribbon.	There was no kraken.	strong	unreal	modal	negative	all	neutral
All mermaids might hurt others.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All krakens might cast bronze into a statue.	There was no kraken.	strong	unreal	modal	negative	all	neutral
All vampires might put the book on the shelf.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All zombies might burst into the room.	There was no zombie.	strong	unreal	modal	negative	all	neutral
All dragons might broadcast the message.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All goblins might hit the lights.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All griffins might put on a jacket.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All griffins might thrust the fork into the cake.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All goblins might hurt others.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All centaurs might put on a jacket.	There was no centaur.	strong	unreal	modal	negative	all	neutral
All dragons might hit the gong.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All unicorns might set the table.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All unicorns might burst into the room.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All vampires might hit the lights.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All zombies might hit the lights.	There was no zombie.	strong	unreal	modal	negative	all	neutral
All zombies might put the book on the shelf.	There was no zombie.	strong	unreal	modal	negative	all	neutral
All dragons might hit the ball.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All mermaids might let the dog in.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All vampires might hit the ball.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All krakens might set the table.	There was no kraken.	strong	unreal	modal	negative	all	neutral
All trolls might cast bronze into a statue.	There was no troll.	strong	unreal	modal	negative	all	neutral
All griffins might hit the gong.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All dragons might cast bronze into a statue.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All krakens might put the book on the shelf.	There was no kraken.	strong	unreal	modal	negative	all	neutral
All dragons might slit the envelope.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All zombies might cut the ribbon.	There was no zombie.	strong	unreal	modal	negative	all	neutral
All dragons might read the letter.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All unicorns might hit the ball.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All goblins might cut the ribbon.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All mermaids might cast bronze into a statue.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All centaurs might broadcast the message.	There was no centaur.	strong	unreal	modal	negative	all	neutral
All zombies might set the table.	There was no zombie.	strong	unreal	modal	negative	all	neutral
All krakens might hit the ball.	There was no kraken.	strong	unreal	modal	negative	all	neutral
All goblins might slit the envelope.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All krakens might hit the ball.	There was no kraken.	strong	unreal	modal	negative	all	neutral
All unicorns might read the letter.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All vampires might thrust the fork into the cake.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All trolls might spread the rumor.	There was no troll.	strong	unreal	modal	negative	all	neutral
All centaurs might upset the boat.	There was no centaur.	strong	unreal	modal	negative	all	neutral
All krakens might hit the gong.	There was no kraken.	strong	unreal	modal	negative	all	neutral
All mermaids might hit the gong.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All centaurs might cast bronze into a statue.	There was no centaur.	strong	unreal	modal	negative	all	neutral
All trolls might thrust the fork into the cake.	There was no troll.	strong	unreal	modal	negative	all	neutral
All centaurs might spread the rumor.	There was no centaur.	strong	unreal	modal	negative	all	neutral
All dragons might put the book on the shelf.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All trolls might read the letter.	There was no troll.	strong	unreal	modal	negative	all	neutral
All vampires might set the table.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All unicorns might upset the boat.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All mermaids might hit the gong.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All vampires might upset the boat.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All mermaids might slit the envelope.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All griffins might spread the rumor.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All griffins might hit the lights.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All zombies might broadcast the message.	There was no zombie.	strong	unreal	modal	negative	all	neutral
All centaurs might slit the envelope.	There was no centaur.	strong	unreal	modal	negative	all	neutral
All mermaids might put the book on the shelf.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All griffins might cast bronze into a statue.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All krakens might burst into the room.	There was no kraken.	strong	unreal	modal	negative	all	neutral
All mermaids might read the letter.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All unicorns might upset the boat.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All unicorns might spread the rumor.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All mermaids might hurt others.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All goblins might broadcast the message.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All goblins might thrust the fork into the cake.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All vampires might burst into the room.	There was no vampire.	strong	unreal	modal	negative	all	neutral
All mermaids might cast bronze into a statue.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All unicorns might burst into the room.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All griffins might spread the rumor.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All zombies might put the book on the shelf.	There was no zombie.	strong	unreal	modal	negative	all	neutral
All dragons might slit the envelope.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All griffins might put the book on the shelf.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All mermaids might spread the rumor.	There was no mermaid.	strong	unreal	modal	negative	all	neutral
All goblins might hit the gong.	There was no goblin.	strong	unreal	modal	negative	all	neutral
All dragons might spread the rumor.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All unicorns might spread the rumor.	There was no unicorn.	strong	unreal	modal	negative	all	neutral
All dragons might cut the ribbon.	There was no dragon.	strong	unreal	modal	negative	all	neutral
All krakens might slit the envelope.	There was no kraken.	strong	unreal	modal	negative	all	neutral
All centaurs might set the table.	There was no centaur.	strong	unreal	modal	negative	all	neutral
All griffins might let the dog in.	There was no griffin.	strong	unreal	modal	negative	all	neutral
All trolls might read the letter.	There was no troll.	strong	unreal	modal	negative	all	neutral
Some unicorns might set the table.	There was at least one unicorn.	weak	unreal	modal	positive	some	neutral
Some griffins might hit the ball.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some griffins might hit the lights.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some krakens might hit the gong.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some trolls might let the dog in.	There was at least one troll.	weak	unreal	modal	positive	some	neutral
Some krakens might shut the door.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some mermaids might cut the ribbon.	There was at least one mermaid.	weak	unreal	modal	positive	some	neutral
Some krakens might thrust the fork into the cake.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some vampires might hit the lights.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some vampires might let the dog in.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some zombies might thrust the fork into the cake.	There was at least one zombie.	weak	unreal	modal	positive	some	neutral
Some zombies might thrust the fork into the cake.	There was at least one zombie.	weak	unreal	modal	positive	some	neutral
Some trolls might broadcast the message.	There was at least one troll.	weak	unreal	modal	positive	some	neutral
Some goblins might broadcast the message.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some vampires might read the letter.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some zombies might hit the ball.	There was at least one zombie.	weak	unreal	modal	positive	some	neutral
Some griffins might slit the envelope.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some dragons might upset the boat.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some griffins might read the letter.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some mermaids might set the table.	There was at least one mermaid.	weak	unreal	modal	positive	some	neutral
Some goblins might hit the ball.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some dragons might put on a jacket.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some krakens might set the table.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some unicorns might hit the lights.	There was at least one unicorn.	weak	unreal	modal	positive	some	neutral
Some vampires might thrust the fork into the cake.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some krakens might hit the gong.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some griffins might hit the ball.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some griffins might cut the ribbon.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some griffins might thrust the fork into the cake.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some goblins might cast bronze into a statue.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some vampires might spread the rumor.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some krakens might broadcast the message.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some griffins might hurt others.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some goblins might shut the door.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some dragons might hit the gong.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some centaurs might let the dog in.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some griffins might let the dog in.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some griffins might thrust the fork into the cake.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some trolls might cut the ribbon.	There was at least one troll.	weak	unreal	modal	positive	some	neutral
Some goblins might burst into the room.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some centaurs might cast bronze into a statue.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some mermaids might let the dog in.	There was at least one mermaid.	weak	unreal	modal	positive	some	neutral
Some centaurs might upset the boat.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some centaurs might upset the boat.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some griffins might shut the door.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some centaurs might read the letter.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some vampires might read the letter.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some vampires might burst into the room.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some griffins might broadcast the message.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some vampires might hit the lights.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some krakens might put on a jacket.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some dragons might broadcast the message.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some centaurs might put the book on the shelf.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some mermaids might shut the door.	There was at least one mermaid.	weak	unreal	modal	positive	some	neutral
Some mermaids might hurt others.	There was at least one mermaid.	weak	unreal	modal	positive	some	neutral
Some zombies might thrust the fork into the cake.	There was at least one zombie.	weak	unreal	modal	positive	some	neutral
Some zombies might thrust the fork into the cake.	There was at least one zombie.	weak	unreal	modal	positive	some	neutral
Some mermaids might burst into the room.	There was at least one mermaid.	weak	unreal	modal	positive	some	neutral
Some vampires might hit the lights.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some centaurs might shut the door.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some vampires might upset the boat.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some zombies might put on a jacket.	There was at least one zombie.	weak	unreal	modal	positive	some	neutral
Some vampires might hurt others.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some dragons might hit the lights.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some dragons might put the book on the shelf.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some krakens might hit the gong.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some trolls might hurt others.	There was at least one troll.	weak	unreal	modal	positive	some	neutral
Some goblins might put the book on the shelf.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some dragons might shut the door.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some goblins might put the book on the shelf.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some griffins might thrust the fork into the cake.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some krakens might burst into the room.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some vampires might broadcast the message.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some trolls might read the letter.	There was at least one troll.	weak	unreal	modal	positive	some	neutral
Some centaurs might broadcast the message.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some krakens might spread the rumor.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some centaurs might put on a jacket.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some unicorns might set the table.	There was at least one unicorn.	weak	unreal	modal	positive	some	neutral
Some goblins might let the dog in.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some vampires might hit the lights.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some vampires might set the table.	There was at least one vampire.	weak	unreal	modal	positive	some	neutral
Some zombies might upset the boat.	There was at least one zombie.	weak	unreal	modal	positive	some	neutral
Some dragons might hit the lights.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some centaurs might spread the rumor.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some griffins might cast bronze into a statue.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some griffins might broadcast the message.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some mermaids might hurt others.	There was at least one mermaid.	weak	unreal	modal	positive	some	neutral
Some mermaids might hurt others.	There was at least one mermaid.	weak	unreal	modal	positive	some	neutral
Some zombies might cut the ribbon.	There was at least one zombie.	weak	unreal	modal	positive	some	neutral
Some goblins might set the table.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some krakens might cut the ribbon.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
Some dragons might spread the rumor.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some griffins might thrust the fork into the cake.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some zombies might spread the rumor.	There was at least one zombie.	weak	unreal	modal	positive	some	neutral
Some goblins might let the dog in.	There was at least one goblin.	weak	unreal	modal	positive	some	neutral
Some griffins might let the dog in.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some griffins might cut the ribbon.	There was at least one griffin.	weak	unreal	modal	positive	some	neutral
Some centaurs might put the book on the shelf.	There was at least one centaur.	weak	unreal	modal	positive	some	neutral
Some dragons might shut the door.	There was at least one dragon.	weak	unreal	modal	positive	some	neutral
Some krakens might hit the ball.	There was at least one kraken.	weak	unreal	modal	positive	some	neutral
No zombies might cast bronze into a statue.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No trolls might hurt others.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No zombies might hit the gong.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No dragons might hit the lights.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No unicorns might read the letter.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No unicorns might put the book on the shelf.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No zombies might hit the ball.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No dragons might read the letter.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No griffins might let the dog in.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No unicorns might hit the lights.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No goblins might cut the ribbon.	There was at least one goblin.	weak	unreal	modal	positive	no	neutral
No centaurs might slit the envelope.	There was at least one centaur.	weak	unreal	modal	positive	no	neutral
No griffins might thrust the fork into the cake.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No krakens might read the letter.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No krakens might spread the rumor.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No zombies might read the letter.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No trolls might put the book on the shelf.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No krakens might spread the rumor.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No centaurs might hurt others.	There was at least one centaur.	weak	unreal	modal	positive	no	neutral
No trolls might shut the door.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No krakens might upset the boat.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No mermaids might hit the ball.	There was at least one mermaid.	weak	unreal	modal	positive	no	neutral
No goblins might let the dog in.	There was at least one goblin.	weak	unreal	modal	positive	no	neutral
No trolls might broadcast the message.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No dragons might upset the boat.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No unicorns might burst into the room.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No trolls might hit the lights.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No dragons might cut the ribbon.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No mermaids might shut the door.	There was at least one mermaid.	weak	unreal	modal	positive	no	neutral
No griffins might set the table.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No unicorns might hit the lights.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No centaurs might thrust the fork into the cake.	There was at least one centaur.	weak	unreal	modal	positive	no	neutral
No vampires might slit the envelope.	There was at least one vampire.	weak	unreal	modal	positive	no	neutral
No griffins might broadcast the message.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No centaurs might hit the gong.	There was at least one centaur.	weak	unreal	modal	positive	no	neutral
No zombies might cut the ribbon.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No unicorns might hit the gong.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No unicorns might cut the ribbon.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No griffins might spread the rumor.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No griffins might cast bronze into a statue.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No dragons might slit the envelope.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No zombies might hurt others.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No krakens might put on a jacket.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No trolls might put on a jacket.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No vampires might burst into the room.	There was at least one vampire.	weak	unreal	modal	positive	no	neutral
No krakens might put on a jacket.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No trolls might hurt others.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No centaurs might let the dog in.	There was at least one centaur.	weak	unreal	modal	positive	no	neutral
No dragons might burst into the room.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No centaurs might hit the ball.	There was at least one centaur.	weak	unreal	modal	positive	no	neutral
No krakens might cast bronze into a statue.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No dragons might read the letter.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No griffins might hit the lights.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No goblins might thrust the fork into the cake.	There was at least one goblin.	weak	unreal	modal	positive	no	neutral
No dragons might hit the ball.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No zombies might read the letter.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No griffins might put the book on the shelf.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No goblins might hit the gong.	There was at least one goblin.	weak	unreal	modal	positive	no	neutral
No krakens might cast bronze into a statue.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No unicorns might burst into the room.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No griffins might hit the ball.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No trolls might thrust the fork into the cake.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No vampires might cut the ribbon.	There was at least one vampire.	weak	unreal	modal	positive	no	neutral
No griffins might broadcast the message.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No dragons might broadcast the message.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No krakens might slit the envelope.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No dragons might slit the envelope.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No krakens might set the table.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No mermaids might cut the ribbon.	There was at least one mermaid.	weak	unreal	modal	positive	no	neutral
No goblins might slit the envelope.	There was at least one goblin.	weak	unreal	modal	positive	no	neutral
No zombies might put on a jacket.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No dragons might hit the lights.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No dragons might slit the envelope.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No mermaids might upset the boat.	There was at least one mermaid.	weak	unreal	modal	positive	no	neutral
No goblins might slit the envelope.	There was at least one goblin.	weak	unreal	modal	positive	no	neutral
No griffins might broadcast the message.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No vampires might broadcast the message.	There was at least one vampire.	weak	unreal	modal	positive	no	neutral
No unicorns might put the book on the shelf.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No mermaids might hit the gong.	There was at least one mermaid.	weak	unreal	modal	positive	no	neutral
No zombies might shut the door.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No krakens might put the book on the shelf.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No griffins might upset the boat.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No trolls might broadcast the message.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No dragons might spread the rumor.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No mermaids might hit the ball.	There was at least one mermaid.	weak	unreal	modal	positive	no	neutral
No centaurs might read the letter.	There was at least one centaur.	weak	unreal	modal	positive	no	neutral
No griffins might hit the lights.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No zombies might hurt others.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No dragons might let the dog in.	There was at least one dragon.	weak	unreal	modal	positive	no	neutral
No unicorns might put the book on the shelf.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No vampires might hurt others.	There was at least one vampire.	weak	unreal	modal	positive	no	neutral
No trolls might put on a jacket.	There was at least one troll.	weak	unreal	modal	positive	no	neutral
No unicorns might thrust the fork into the cake.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No goblins might put on a jacket.	There was at least one goblin.	weak	unreal	modal	positive	no	neutral
No goblins might put the book on the shelf.	There was at least one goblin.	weak	unreal	modal	positive	no	neutral
No griffins might read the letter.	There was at least one griffin.	weak	unreal	modal	positive	no	neutral
No krakens might hit the lights.	There was at least one kraken.	weak	unreal	modal	positive	no	neutral
No unicorns might cut the ribbon.	There was at least one unicorn.	weak	unreal	modal	positive	no	neutral
No zombies might upset the boat.	There was at least one zombie.	weak	unreal	modal	positive	no	neutral
No vampires might cut the ribbon.	There was at least one vampire.	weak	unreal	modal	positive	no	neutral
Many centaurs might put the book on the shelf.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many vampires might slit the envelope.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many goblins might shut the door.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many mermaids might hit the ball.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many unicorns might set the table.	There was at least one unicorn.	weak	unreal	modal	positive	many	neutral
Many centaurs might read the letter.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many trolls might spread the rumor.	There was at least one troll.	weak	unreal	modal	positive	many	neutral
Many vampires might read the letter.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many goblins might burst into the room.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many mermaids might hit the lights.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many griffins might hit the ball.	There was at least one griffin.	weak	unreal	modal	positive	many	neutral
Many vampires might spread the rumor.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many mermaids might cut the ribbon.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many unicorns might shut the door.	There was at least one unicorn.	weak	unreal	modal	positive	many	neutral
Many dragons might cut the ribbon.	There was at least one dragon.	weak	unreal	modal	positive	many	neutral
Many centaurs might thrust the fork into the cake.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many krakens might slit the envelope.	There was at least one kraken.	weak	unreal	modal	positive	many	neutral
Many goblins might cut the ribbon.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many unicorns might hit the gong.	There was at least one unicorn.	weak	unreal	modal	positive	many	neutral
Many goblins might broadcast the message.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many mermaids might upset the boat.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many trolls might set the table.	There was at least one troll.	weak	unreal	modal	positive	many	neutral
Many dragons might spread the rumor.	There was at least one dragon.	weak	unreal	modal	positive	many	neutral
