premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context	context_label
According to folklore, twos once roamed the lands freely. If two mermaids had hit the ball, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two mermaids had hit the ball, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	anti
If two mermaids had hit the ball, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two krakens had hit the lights, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two krakens had hit the lights, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	two	neutral	anti
If two krakens had hit the lights, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two zombies had read the letter, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two zombies had read the letter, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	two	neutral	anti
If two zombies had read the letter, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two trolls had hit the ball, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two trolls had hit the ball, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	anti
If two trolls had hit the ball, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two vampires had hit the gong, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two vampires had hit the gong, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	anti
If two vampires had hit the gong, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two trolls had hit the lights, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two trolls had hit the lights, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	anti
If two trolls had hit the lights, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two dragons had put the book on the shelf, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two dragons had put the book on the shelf, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	two	neutral	anti
If two dragons had put the book on the shelf, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two krakens had put the book on the shelf, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two krakens had put the book on the shelf, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	two	neutral	anti
If two krakens had put the book on the shelf, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two unicorns had read the letter, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two unicorns had read the letter, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	anti
If two unicorns had read the letter, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two unicorns had cut the ribbon, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two unicorns had cut the ribbon, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	anti
If two unicorns had cut the ribbon, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two unicorns had cut the ribbon, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two unicorns had cut the ribbon, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	anti
If two unicorns had cut the ribbon, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two trolls had spread the rumor, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two trolls had spread the rumor, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	anti
If two trolls had spread the rumor, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two trolls had cast bronze into a statue, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two trolls had cast bronze into a statue, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	anti
If two trolls had cast bronze into a statue, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two unicorns had burst into the room, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two unicorns had burst into the room, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	anti
If two unicorns had burst into the room, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two mermaids had cut the ribbon, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two mermaids had cut the ribbon, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	anti
If two mermaids had cut the ribbon, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two trolls had shut the door, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two trolls had shut the door, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	anti
If two trolls had shut the door, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two goblins had set the table, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two goblins had set the table, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	two	neutral	anti
If two goblins had set the table, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two griffins had cast bronze into a statue, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two griffins had cast bronze into a statue, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	two	neutral	anti
If two griffins had cast bronze into a statue, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two griffins had read the letter, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two griffins had read the letter, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	two	neutral	anti
If two griffins had read the letter, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two vampires had hurt others, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two vampires had hurt others, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	anti
If two vampires had hurt others, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two mermaids had hurt others, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two mermaids had hurt others, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	anti
If two mermaids had hurt others, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two vampires had read the letter, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two vampires had read the letter, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	anti
If two vampires had read the letter, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two mermaids had hit the lights, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two mermaids had hit the lights, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	anti
If two mermaids had hit the lights, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two trolls had put the book on the shelf, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two trolls had put the book on the shelf, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	anti
If two trolls had put the book on the shelf, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two mermaids had hit the ball, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two mermaids had hit the ball, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	anti
If two mermaids had hit the ball, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two mermaids had thrust the fork into the cake, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two mermaids had thrust the fork into the cake, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	anti
If two mermaids had thrust the fork into the cake, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two mermaids had cut the ribbon, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two mermaids had cut the ribbon, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	anti
If two mermaids had cut the ribbon, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two mermaids had put the book on the shelf, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two mermaids had put the book on the shelf, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	anti
If two mermaids had put the book on the shelf, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two dragons had spread the rumor, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two dragons had spread the rumor, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	two	neutral	anti
If two dragons had spread the rumor, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two vampires had put on a jacket, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two vampires had put on a jacket, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	anti
If two vampires had put on a jacket, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two zombies had shut the door, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two zombies had shut the door, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	two	neutral	anti
If two zombies had shut the door, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two centaurs had put on a jacket, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two centaurs had put on a jacket, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	two	neutral	anti
If two centaurs had put on a jacket, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two trolls had slit the envelope, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two trolls had slit the envelope, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	anti
If two trolls had slit the envelope, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, twos once roamed the lands freely. If two trolls had cut the ribbon, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	pro
According to historical records, twos were never real. If two trolls had cut the ribbon, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	anti
If two trolls had cut the ribbon, we would have begun.	There was no troll.	weak	unreal	conditional	negative	two	neutral	neutral
According to folklore, fews once roamed the lands freely. If few goblins had cut the ribbon, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few goblins had cut the ribbon, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	anti
If few goblins had cut the ribbon, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few zombies had thrust the fork into the cake, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few zombies had thrust the fork into the cake, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	anti
If few zombies had thrust the fork into the cake, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few goblins had cast bronze into a statue, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few goblins had cast bronze into a statue, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	anti
If few goblins had cast bronze into a statue, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few centaurs had hurt others, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few centaurs had hurt others, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	few	neutral	anti
If few centaurs had hurt others, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few trolls had cut the ribbon, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few trolls had cut the ribbon, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	anti
If few trolls had cut the ribbon, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few trolls had burst into the room, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few trolls had burst into the room, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	anti
If few trolls had burst into the room, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few mermaids had set the table, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few mermaids had set the table, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	anti
If few mermaids had set the table, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few centaurs had hit the gong, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few centaurs had hit the gong, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	few	neutral	anti
If few centaurs had hit the gong, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few mermaids had thrust the fork into the cake, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few mermaids had thrust the fork into the cake, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	anti
If few mermaids had thrust the fork into the cake, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few vampires had read the letter, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few vampires had read the letter, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	anti
If few vampires had read the letter, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few unicorns had cut the ribbon, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few unicorns had cut the ribbon, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	anti
If few unicorns had cut the ribbon, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few zombies had put on a jacket, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few zombies had put on a jacket, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	anti
If few zombies had put on a jacket, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few goblins had hurt others, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few goblins had hurt others, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	anti
If few goblins had hurt others, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few unicorns had burst into the room, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few unicorns had burst into the room, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	anti
If few unicorns had burst into the room, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few centaurs had burst into the room, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few centaurs had burst into the room, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	few	neutral	anti
If few centaurs had burst into the room, we would have begun.	There was no centaur.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few goblins had burst into the room, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few goblins had burst into the room, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	anti
If few goblins had burst into the room, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few dragons had put on a jacket, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few dragons had put on a jacket, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	few	neutral	anti
If few dragons had put on a jacket, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few zombies had cut the ribbon, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few zombies had cut the ribbon, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	anti
If few zombies had cut the ribbon, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few zombies had broadcast the message, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few zombies had broadcast the message, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	anti
If few zombies had broadcast the message, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few krakens had thrust the fork into the cake, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few krakens had thrust the fork into the cake, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	anti
If few krakens had thrust the fork into the cake, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few zombies had read the letter, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few zombies had read the letter, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	anti
If few zombies had read the letter, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few griffins had hit the ball, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few griffins had hit the ball, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	anti
If few griffins had hit the ball, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few vampires had set the table, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few vampires had set the table, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	anti
If few vampires had set the table, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few griffins had spread the rumor, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few griffins had spread the rumor, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	anti
If few griffins had spread the rumor, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few zombies had hit the gong, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few zombies had hit the gong, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	anti
If few zombies had hit the gong, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few zombies had cast bronze into a statue, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few zombies had cast bronze into a statue, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	anti
If few zombies had cast bronze into a statue, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few krakens had put on a jacket, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few krakens had put on a jacket, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	anti
If few krakens had put on a jacket, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few griffins had cast bronze into a statue, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few griffins had cast bronze into a statue, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	anti
If few griffins had cast bronze into a statue, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few mermaids had slit the envelope, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few mermaids had slit the envelope, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	anti
If few mermaids had slit the envelope, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few krakens had cut the ribbon, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few krakens had cut the ribbon, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	anti
If few krakens had cut the ribbon, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few dragons had hit the ball, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few dragons had hit the ball, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	few	neutral	anti
If few dragons had hit the ball, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few goblins had hit the ball, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few goblins had hit the ball, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	anti
If few goblins had hit the ball, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few vampires had put on a jacket, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few vampires had put on a jacket, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	anti
If few vampires had put on a jacket, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few unicorns had thrust the fork into the cake, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few unicorns had thrust the fork into the cake, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	anti
If few unicorns had thrust the fork into the cake, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few goblins had set the table, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few goblins had set the table, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	anti
If few goblins had set the table, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few vampires had hit the ball, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few vampires had hit the ball, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	anti
If few vampires had hit the ball, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few unicorns had upset the boat, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few unicorns had upset the boat, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	anti
If few unicorns had upset the boat, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few trolls had shut the door, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few trolls had shut the door, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	anti
If few trolls had shut the door, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few mermaids had put the book on the shelf, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few mermaids had put the book on the shelf, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	anti
If few mermaids had put the book on the shelf, we would have begun.	There was no mermaid.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few goblins had put on a jacket, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few goblins had put on a jacket, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	anti
If few goblins had put on a jacket, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few griffins had put the book on the shelf, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few griffins had put the book on the shelf, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	anti
If few griffins had put the book on the shelf, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	neutral
