premise	hypothesis	label	noun_category	environment	hypothesis_polarity
If the trolls had spread the rumor, we would have begun.	The trolls spread the rumor.	contradiction	unreal	conditional	positive
If the krakens had slit the envelope, we would have begun.	The krakens slit the envelope.	contradiction	unreal	conditional	positive
If the griffins had broadcast the message, we would have begun.	The griffins broadcast the message.	contradiction	unreal	conditional	positive
If the trolls had upset the boat, we would have begun.	The trolls upset the boat.	contradiction	unreal	conditional	positive
If the krakens had read the letter, we would have begun.	The krakens read the letter.	contradiction	unreal	conditional	positive
If the unicorns had upset the boat, we would have begun.	The unicorns upset the boat.	contradiction	unreal	conditional	positive
If the krakens had put the book on the shelf, we would have begun.	The krakens put the book on the shelf.	contradiction	unreal	conditional	positive
If the trolls had hit the lights, we would have begun.	The trolls hit the lights.	contradiction	unreal	conditional	positive
If the goblins had cut the ribbon, we would have begun.	The goblins cut the ribbon.	contradiction	unreal	conditional	positive
If the trolls had upset the boat, we would have begun.	The trolls upset the boat.	contradiction	unreal	conditional	positive
If the krakens had spread the rumor, we would have begun.	The krakens spread the rumor.	contradiction	unreal	conditional	positive
If the krakens had slit the envelope, we would have begun.	The krakens slit the envelope.	contradiction	unreal	conditional	positive
If the goblins had read the letter, we would have begun.	The goblins read the letter.	contradiction	unreal	conditional	positive
If the vampires had slit the envelope, we would have begun.	The vampires slit the envelope.	contradiction	unreal	conditional	positive
If the zombies had spread the rumor, we would have begun.	The zombies spread the rumor.	contradiction	unreal	conditional	positive
If the krakens had spread the rumor, we would have begun.	The krakens spread the rumor.	contradiction	unreal	conditional	positive
If the griffins had let the dog in, we would have begun.	The griffins let the dog in.	contradiction	unreal	conditional	positive
If the centaurs had shut the door, we would have begun.	The centaurs shut the door.	contradiction	unreal	conditional	positive
If the trolls had set the table, we would have begun.	The trolls set the table.	contradiction	unreal	conditional	positive
If the mermaids had upset the boat, we would have begun.	The mermaids upset the boat.	contradiction	unreal	conditional	positive
If the krakens had broadcast the message, we would have begun.	The krakens broadcast the message.	contradiction	unreal	conditional	positive
If the mermaids had slit the envelope, we would have begun.	The mermaids slit the envelope.	contradiction	unreal	conditional	positive
If the centaurs had burst into the room, we would have begun.	The centaurs burst into the room.	contradiction	unreal	conditional	positive
If the dragons had slit the envelope, we would have begun.	The dragons slit the envelope.	contradiction	unreal	conditional	positive
If the zombies had shut the door, we would have begun.	The zombies shut the door.	contradiction	unreal	conditional	positive
If the unicorns had read the letter, we would have begun.	The unicorns read the letter.	contradiction	unreal	conditional	positive
If the krakens had spread the rumor, we would have begun.	The krakens spread the rumor.	contradiction	unreal	conditional	positive
If the unicorns had hurt others, we would have begun.	The unicorns hurt others.	contradiction	unreal	conditional	positive
If the mermaids had hit the gong, we would have begun.	The mermaids hit the gong.	contradiction	unreal	conditional	positive
If the dragons had set the table, we would have begun.	The dragons set the table.	contradiction	unreal	conditional	positive
If the vampires had hurt others, we would have begun.	The vampires hurt others.	contradiction	unreal	conditional	positive
If the trolls had cut the ribbon, we would have begun.	The trolls cut the ribbon.	contradiction	unreal	conditional	positive
If the vampires had read the letter, we would have begun.	The vampires read the letter.	contradiction	unreal	conditional	positive
If the centaurs had read the letter, we would have begun.	The centaurs read the letter.	contradiction	unreal	conditional	positive
If the goblins had let the dog in, we would have begun.	The goblins let the dog in.	contradiction	unreal	conditional	positive
If the zombies had hit the gong, we would have begun.	The zombies hit the gong.	contradiction	unreal	conditional	positive
If the goblins had upset the boat, we would have begun.	The goblins upset the boat.	contradiction	unreal	conditional	positive
If the griffins had put the book on the shelf, we would have begun.	The griffins put the book on the shelf.	contradiction	unreal	conditional	positive
If the griffins had let the dog in, we would have begun.	The griffins let the dog in.	contradiction	unreal	conditional	positive
If the dragons had burst into the room, we would have begun.	The dragons burst into the room.	contradiction	unreal	conditional	positive
If the griffins had hit the gong, we would have begun.	The griffins hit the gong.	contradiction	unreal	conditional	positive
If the vampires had cast bronze into a statue, we would have begun.	The vampires cast bronze into a statue.	contradiction	unreal	conditional	positive
If the vampires had burst into the room, we would have begun.	The vampires burst into the room.	contradiction	unreal	conditional	positive
If the trolls had upset the boat, we would have begun.	The trolls upset the boat.	contradiction	unreal	conditional	positive
If the vampires had shut the door, we would have begun.	The vampires shut the door.	contradiction	unreal	conditional	positive
If the trolls had upset the boat, we would have begun.	The trolls upset the boat.	contradiction	unreal	conditional	positive
If the vampires had upset the boat, we would have begun.	The vampires upset the boat.	contradiction	unreal	conditional	positive
If the griffins had slit the envelope, we would have begun.	The griffins slit the envelope.	contradiction	unreal	conditional	positive
If the griffins had upset the boat, we would have begun.	The griffins upset the boat.	contradiction	unreal	conditional	positive
If the goblins had broadcast the message, we would have begun.	The goblins broadcast the message.	contradiction	unreal	conditional	positive
If the goblins had let the dog in, we would have begun.	The goblins let the dog in.	contradiction	unreal	conditional	positive
If the centaurs had read the letter, we would have begun.	The centaurs read the letter.	contradiction	unreal	conditional	positive
If the centaurs had cut the ribbon, we would have begun.	The centaurs cut the ribbon.	contradiction	unreal	conditional	positive
If the mermaids had cut the ribbon, we would have begun.	The mermaids cut the ribbon.	contradiction	unreal	conditional	positive
If the griffins had broadcast the message, we would have begun.	The griffins broadcast the message.	contradiction	unreal	conditional	positive
If the vampires had set the table, we would have begun.	The vampires set the table.	contradiction	unreal	conditional	positive
If the krakens had hurt others, we would have begun.	The krakens hurt others.	contradiction	unreal	conditional	positive
If the griffins had put on a jacket, we would have begun.	The griffins put on a jacket.	contradiction	unreal	conditional	positive
If the trolls had let the dog in, we would have begun.	The trolls let the dog in.	contradiction	unreal	conditional	positive
If the griffins had burst into the room, we would have begun.	The griffins burst into the room.	contradiction	unreal	conditional	positive
If the krakens had cast bronze into a statue, we would have begun.	The krakens cast bronze into a statue.	contradiction	unreal	conditional	positive
If the zombies had upset the boat, we would have begun.	The zombies upset the boat.	contradiction	unreal	conditional	positive
If the mermaids had shut the door, we would have begun.	The mermaids shut the door.	contradiction	unreal	conditional	positive
If the vampires had let the dog in, we would have begun.	The vampires let the dog in.	contradiction	unreal	conditional	positive
If the vampires had burst into the room, we would have begun.	The vampires burst into the room.	contradiction	unreal	conditional	positive
If the goblins had burst into the room, we would have begun.	The goblins burst into the room.	contradiction	unreal	conditional	positive
If the vampires had hurt others, we would have begun.	The vampires hurt others.	contradiction	unreal	conditional	positive
If the dragons had set the table, we would have begun.	The dragons set the table.	contradiction	unreal	conditional	positive
If the dragons had cut the ribbon, we would have begun.	The dragons cut the ribbon.	contradiction	unreal	conditional	positive
If the griffins had thrust the fork into the cake, we would have begun.	The griffins thrust the fork into the cake.	contradiction	unreal	conditional	positive
If the krakens had cast bronze into a statue, we would have begun.	The krakens cast bronze into a statue.	contradiction	unreal	conditional	positive
If the trolls had cast bronze into a statue, we would have begun.	The trolls cast bronze into a statue.	contradiction	unreal	conditional	positive
If the griffins had hit the lights, we would have begun.	The griffins hit the lights.	contradiction	unreal	conditional	positive
If the goblins had shut the door, we would have begun.	The goblins shut the door.	contradiction	unreal	conditional	positive
If the krakens had hit the gong, we would have begun.	The krakens hit the gong.	contradiction	unreal	conditional	positive
If the dragons had upset the boat, we would have begun.	The dragons upset the boat.	contradiction	unreal	conditional	positive
If the griffins had cast bronze into a statue, we would have begun.	The griffins cast bronze into a statue.	contradiction	unreal	conditional	positive
If the goblins had put on a jacket, we would have begun.	The goblins put on a jacket.	contradiction	unreal	conditional	positive
If the griffins had set the table, we would have begun.	The griffins set the table.	contradiction	unreal	conditional	positive
If the zombies had shut the door, we would have begun.	The zombies shut the door.	contradiction	unreal	conditional	positive
If the vampires had upset the boat, we would have begun.	The vampires upset the boat.	contradiction	unreal	conditional	positive
If the krakens had put on a jacket, we would have begun.	The krakens put on a jacket.	contradiction	unreal	conditional	positive
If the krakens had shut the door, we would have begun.	The krakens shut the door.	contradiction	unreal	conditional	positive
If the griffins had put the book on the shelf, we would have begun.	The griffins put the book on the shelf.	contradiction	unreal	conditional	positive
If the dragons had hit the ball, we would have begun.	The dragons hit the ball.	contradiction	unreal	conditional	positive
If the dragons had hit the lights, we would have begun.	The dragons hit the lights.	contradiction	unreal	conditional	positive
If the vampires had spread the rumor, we would have begun.	The vampires spread the rumor.	contradiction	unreal	conditional	positive
If the trolls had set the table, we would have begun.	The trolls set the table.	contradiction	unreal	conditional	positive
If the mermaids had cut the ribbon, we would have begun.	The mermaids cut the ribbon.	contradiction	unreal	conditional	positive
If the krakens had burst into the room, we would have begun.	The krakens did not burst into the room.	entailment	unreal	conditional	negative
If the goblins had broadcast the message, we would have begun.	The goblins did not broadcast the message.	entailment	unreal	conditional	negative
If the griffins had let the dog in, we would have begun.	The griffins did not let the dog in.	entailment	unreal	conditional	negative
If the dragons had cut the ribbon, we would have begun.	The dragons did not cut the ribbon.	entailment	unreal	conditional	negative
If the vampires had put on a jacket, we would have begun.	The vampires did not put on a jacket.	entailment	unreal	conditional	negative
If the dragons had cut the ribbon, we would have begun.	The dragons did not cut the ribbon.	entailment	unreal	conditional	negative
If the mermaids had burst into the room, we would have begun.	The mermaids did not burst into the room.	entailment	unreal	conditional	negative
If the trolls had spread the rumor, we would have begun.	The trolls did not spread the rumor.	entailment	unreal	conditional	negative
If the trolls had thrust the fork into the cake, we would have begun.	The trolls did not thrust the fork into the cake.	entailment	unreal	conditional	negative
If the mermaids had set the table, we would have begun.	The mermaids did not set the table.	entailment	unreal	conditional	negative
If the dragons had slit the envelope, we would have begun.	The dragons did not slit the envelope.	entailment	unreal	conditional	negative
If the krakens had burst into the room, we would have begun.	The krakens did not burst into the room.	entailment	unreal	conditional	negative
If the zombies had set the table, we would have begun.	The zombies did not set the table.	entailment	unreal	conditional	negative
If the vampires had broadcast the message, we would have begun.	The vampires did not broadcast the message.	entailment	unreal	conditional	negative
If the centaurs had slit the envelope, we would have begun.	The centaurs did not slit the envelope.	entailment	unreal	conditional	negative
If the krakens had read the letter, we would have begun.	The krakens did not read the letter.	entailment	unreal	conditional	negative
If the griffins had burst into the room, we would have begun.	The griffins did not burst into the room.	entailment	unreal	conditional	negative
If the mermaids had thrust the fork into the cake, we would have begun.	The mermaids did not thrust the fork into the cake.	entailment	unreal	conditional	negative
If the centaurs had cut the ribbon, we would have begun.	The centaurs did not cut the ribbon.	entailment	unreal	conditional	negative
If the zombies had thrust the fork into the cake, we would have begun.	The zombies did not thrust the fork into the cake.	entailment	unreal	conditional	negative
If the mermaids had thrust the fork into the cake, we would have begun.	The mermaids did not thrust the fork into the cake.	entailment	unreal	conditional	negative
If the krakens had spread the rumor, we would have begun.	The krakens did not spread the rumor.	entailment	unreal	conditional	negative
If the centaurs had slit the envelope, we would have begun.	The centaurs did not slit the envelope.	entailment	unreal	conditional	negative
If the trolls had slit the envelope, we would have begun.	The trolls did not slit the envelope.	entailment	unreal	conditional	negative
If the krakens had thrust the fork into the cake, we would have begun.	The krakens did not thrust the fork into the cake.	entailment	unreal	conditional	negative
If the krakens had burst into the room, we would have begun.	The krakens did not burst into the room.	entailment	unreal	conditional	negative
If the vampires had burst into the room, we would have begun.	The vampires did not burst into the room.	entailment	unreal	conditional	negative
If the vampires had shut the door, we would have begun.	The vampires did not shut the door.	entailment	unreal	conditional	negative
If the mermaids had shut the door, we would have begun.	The mermaids did not shut the door.	entailment	unreal	conditional	negative
If the centaurs had hit the gong, we would have begun.	The centaurs did not hit the gong.	entailment	unreal	conditional	negative
If the zombies had thrust the fork into the cake, we would have begun.	The zombies did not thrust the fork into the cake.	entailment	unreal	conditional	negative
If the unicorns had spread the rumor, we would have begun.	The unicorns did not spread the rumor.	entailment	unreal	conditional	negative
If the dragons had hit the lights, we would have begun.	The dragons did not hit the lights.	entailment	unreal	conditional	negative
If the mermaids had spread the rumor, we would have begun.	The mermaids did not spread the rumor.	entailment	unreal	conditional	negative
If the centaurs had slit the envelope, we would have begun.	The centaurs did not slit the envelope.	entailment	unreal	conditional	negative
If the vampires had burst into the room, we would have begun.	The vampires did not burst into the room.	entailment	unreal	conditional	negative
If the zombies had put on a jacket, we would have begun.	The zombies did not put on a jacket.	entailment	unreal	conditional	negative
If the unicorns had put on a jacket, we would have begun.	The unicorns did not put on a jacket.	entailment	unreal	conditional	negative
If the krakens had shut the door, we would have begun.	The krakens did not shut the door.	entailment	unreal	conditional	negative
If the dragons had hit the gong, we would have begun.	The dragons did not hit the gong.	entailment	unreal	conditional	negative
If the griffins had hit the ball, we would have begun.	The griffins did not hit the ball.	entailment	unreal	conditional	negative
If the zombies had read the letter, we would have begun.	The zombies did not read the letter.	entailment	unreal	conditional	negative
If the goblins had hurt others, we would have begun.	The goblins did not hurt others.	entailment	unreal	conditional	negative
If the trolls had shut the door, we would have begun.	The trolls did not shut the door.	entailment	unreal	conditional	negative
If the unicorns had burst into the room, we would have begun.	The unicorns did not burst into the room.	entailment	unreal	conditional	negative
If the mermaids had burst into the room, we would have begun.	The mermaids did not burst into the room.	entailment	unreal	conditional	negative
If the griffins had put on a jacket, we would have begun.	The griffins did not put on a jacket.	entailment	unreal	conditional	negative
If the zombies had hit the lights, we would have begun.	The zombies did not hit the lights.	entailment	unreal	conditional	negative
If the krakens had cut the ribbon, we would have begun.	The krakens did not cut the ribbon.	entailment	unreal	conditional	negative
If the mermaids had burst into the room, we would have begun.	The mermaids did not burst into the room.	entailment	unreal	conditional	negative
If the trolls had hit the lights, we would have begun.	The trolls did not hit the lights.	entailment	unreal	conditional	negative
If the mermaids had put on a jacket, we would have begun.	The mermaids did not put on a jacket.	entailment	unreal	conditional	negative
If the griffins had hit the gong, we would have begun.	The griffins did not hit the gong.	entailment	unreal	conditional	negative
If the zombies had spread the rumor, we would have begun.	The zombies did not spread the rumor.	entailment	unreal	conditional	negative
If the krakens had upset the boat, we would have begun.	The krakens did not upset the boat.	entailment	unreal	conditional	negative
If the dragons had set the table, we would have begun.	The dragons did not set the table.	entailment	unreal	conditional	negative
If the krakens had put on a jacket, we would have begun.	The krakens did not put on a jacket.	entailment	unreal	conditional	negative
If the krakens had cut the ribbon, we would have begun.	The krakens did not cut the ribbon.	entailment	unreal	conditional	negative
If the zombies had put the book on the shelf, we would have begun.	The zombies did not put the book on the shelf.	entailment	unreal	conditional	negative
If the trolls had put on a jacket, we would have begun.	The trolls did not put on a jacket.	entailment	unreal	conditional	negative
If the goblins had spread the rumor, we would have begun.	The goblins did not spread the rumor.	entailment	unreal	conditional	negative
If the trolls had cut the ribbon, we would have begun.	The trolls did not cut the ribbon.	entailment	unreal	conditional	negative
If the zombies had put on a jacket, we would have begun.	The zombies did not put on a jacket.	entailment	unreal	conditional	negative
If the dragons had spread the rumor, we would have begun.	The dragons did not spread the rumor.	entailment	unreal	conditional	negative
If the krakens had let the dog in, we would have begun.	The krakens did not let the dog in.	entailment	unreal	conditional	negative
If the centaurs had hit the ball, we would have begun.	The centaurs did not hit the ball.	entailment	unreal	conditional	negative
If the centaurs had read the letter, we would have begun.	The centaurs did not read the letter.	entailment	unreal	conditional	negative
If the vampires had hit the gong, we would have begun.	The vampires did not hit the gong.	entailment	unreal	conditional	negative
If the griffins had burst into the room, we would have begun.	The griffins did not burst into the room.	entailment	unreal	conditional	negative
If the unicorns had cast bronze into a statue, we would have begun.	The unicorns did not cast bronze into a statue.	entailment	unreal	conditional	negative
If the zombies had put on a jacket, we would have begun.	The zombies did not put on a jacket.	entailment	unreal	conditional	negative
If the vampires had upset the boat, we would have begun.	The vampires did not upset the boat.	entailment	unreal	conditional	negative
If the griffins had hurt others, we would have begun.	The griffins did not hurt others.	entailment	unreal	conditional	negative
If the mermaids had hit the ball, we would have begun.	The mermaids did not hit the ball.	entailment	unreal	conditional	negative
If the mermaids had read the letter, we would have begun.	The mermaids did not read the letter.	entailment	unreal	conditional	negative
If the goblins had thrust the fork into the cake, we would have begun.	The goblins did not thrust the fork into the cake.	entailment	unreal	conditional	negative
If the centaurs had broadcast the message, we would have begun.	The centaurs did not broadcast the message.	entailment	unreal	conditional	negative
If the centaurs had spread the rumor, we would have begun.	The centaurs did not spread the rumor.	entailment	unreal	conditional	negative
If the krakens had put the book on the shelf, we would have begun.	The krakens did not put the book on the shelf.	entailment	unreal	conditional	negative
If the dragons had hit the gong, we would have begun.	The dragons did not hit the gong.	entailment	unreal	conditional	negative
If the centaurs had thrust the fork into the cake, we would have begun.	The centaurs did not thrust the fork into the cake.	entailment	unreal	conditional	negative
If the zombies had spread the rumor, we would have begun.	The zombies did not spread the rumor.	entailment	unreal	conditional	negative
If the krakens had put the book on the shelf, we would have begun.	The krakens did not put the book on the shelf.	entailment	unreal	conditional	negative
If the griffins had read the letter, we would have begun.	The griffins did not read the letter.	entailment	unreal	conditional	negative
If the vampires had cast bronze into a statue, we would have begun.	The vampires did not cast bronze into a statue.	entailment	unreal	conditional	negative
If the dragons had put the book on the shelf, we would have begun.	The dragons did not put the book on the shelf.	entailment	unreal	conditional	negative
If the zombies had set the table, we would have begun.	The zombies did not set the table.	entailment	unreal	conditional	negative
If the unicorns had thrust the fork into the cake, we would have begun.	The unicorns did not thrust the fork into the cake.	entailment	unreal	conditional	negative
If the krakens had let the dog in, we would have begun.	The krakens did not let the dog in.	entailment	unreal	conditional	negative
If the centaurs had let the dog in, we would have begun.	The centaurs did not let the dog in.	entailment	unreal	conditional	negative
If the goblins had read the letter, we would have begun.	The goblins did not read the letter.	entailment	unreal	conditional	negative
If the unicorns had slit the envelope, we would have begun.	The unicorns did not slit the envelope.	entailment	unreal	conditional	negative
If the zombies had hit the lights, we would have begun.	The zombies did not hit the lights.	entailment	unreal	conditional	negative
If the krakens had cast bronze into a statue, we would have begun.	The krakens did not cast bronze into a statue.	entailment	unreal	conditional	negative
If the mermaids had cut the ribbon, we would have begun.	The mermaids did not cut the ribbon.	entailment	unreal	conditional	negative
If the krakens had put the book on the shelf, we would have begun.	The krakens did not put the book on the shelf.	entailment	unreal	conditional	negative
If the unicorns had set the table, we would have begun.	The unicorns did not set the table.	entailment	unreal	conditional	negative
If the unicorns had broadcast the message, we would have begun.	The unicorns did not broadcast the message.	entailment	unreal	conditional	negative
If the dragons had burst into the room, we would have begun.	The dragons did not burst into the room.	entailment	unreal	conditional	negative
If the unicorns had shut the door, we would have begun.	The unicorns did not shut the door.	entailment	unreal	conditional	negative
The workers might read the letter.	The workers read the letter.	neutral	real	modal	positive
The directors might slit the envelope.	The directors slit the envelope.	neutral	real	modal	positive
The directors might thrust the fork into the cake.	The directors thrust the fork into the cake.	neutral	real	modal	positive
The managers might put on a jacket.	The managers put on a jacket.	neutral	real	modal	positive
The professors might upset the boat.	The professors upset the boat.	neutral	real	modal	positive
The students might put the book on the shelf.	The students put the book on the shelf.	neutral	real	modal	positive
The girls might set the table.	The girls set the table.	neutral	real	modal	positive
The doctors might slit the envelope.	The doctors slit the envelope.	neutral	real	modal	positive
The doctors might hit the lights.	The doctors hit the lights.	neutral	real	modal	positive
The professors might let the dog in.	The professors let the dog in.	neutral	real	modal	positive
The girls might cut the ribbon.	The girls cut the ribbon.	neutral	real	modal	positive
The engineers might shut the door.	The engineers shut the door.	neutral	real	modal	positive
The professors might spread the rumor.	The professors spread the rumor.	neutral	real	modal	positive
The doctors might hit the ball.	The doctors hit the ball.	neutral	real	modal	positive
The singers might slit the envelope.	The singers slit the envelope.	neutral	real	modal	positive
The doctors might upset the boat.	The doctors upset the boat.	neutral	real	modal	positive
The doctors might read the letter.	The doctors read the letter.	neutral	real	modal	positive
The students might thrust the fork into the cake.	The students thrust the fork into the cake.	neutral	real	modal	positive
The girls might broadcast the message.	The girls broadcast the message.	neutral	real	modal	positive
The workers might shut the door.	The workers shut the door.	neutral	real	modal	positive
The students might cast bronze into a statue.	The students cast bronze into a statue.	neutral	real	modal	positive
The teachers might let the dog in.	The teachers let the dog in.	neutral	real	modal	positive
The girls might read the letter.	The girls read the letter.	neutral	real	modal	positive
The actors might hit the ball.	The actors hit the ball.	neutral	real	modal	positive
The assistants might hurt others.	The assistants hurt others.	neutral	real	modal	positive
The kids might hurt others.	The kids hurt others.	neutral	real	modal	positive
The kids might hit the gong.	The kids hit the gong.	neutral	real	modal	positive
The students might hit the gong.	The students hit the gong.	neutral	real	modal	positive
The singers might broadcast the message.	The singers broadcast the message.	neutral	real	modal	positive
The singers might let the dog in.	The singers let the dog in.	neutral	real	modal	positive
The girls might hurt others.	The girls hurt others.	neutral	real	modal	positive
The engineers might put the book on the shelf.	The engineers put the book on the shelf.	neutral	real	modal	positive
The engineers might shut the door.	The engineers shut the door.	neutral	real	modal	positive
The teachers might put on a jacket.	The teachers put on a jacket.	neutral	real	modal	positive
The singers might cast bronze into a statue.	The singers cast bronze into a statue.	neutral	real	modal	positive
The professors might read the letter.	The professors read the letter.	neutral	real	modal	positive
The directors might read the letter.	The directors read the letter.	neutral	real	modal	positive
The assistants might set the table.	The assistants set the table.	neutral	real	modal	positive
The singers might set the table.	The singers set the table.	neutral	real	modal	positive
The professors might put on a jacket.	The professors put on a jacket.	neutral	real	modal	positive
The workers might cast bronze into a statue.	The workers cast bronze into a statue.	neutral	real	modal	positive
The boys might upset the boat.	The boys upset the boat.	neutral	real	modal	positive
The girls might hit the lights.	The girls hit the lights.	neutral	real	modal	positive
The girls might read the letter.	The girls read the letter.	neutral	real	modal	positive
The doctors might let the dog in.	The doctors let the dog in.	neutral	real	modal	positive
The workers might let the dog in.	The workers let the dog in.	neutral	real	modal	positive
The kids might thrust the fork into the cake.	The kids thrust the fork into the cake.	neutral	real	modal	positive
The kids might thrust the fork into the cake.	The kids thrust the fork into the cake.	neutral	real	modal	positive
The managers might hit the lights.	The managers hit the lights.	neutral	real	modal	positive
The kids might slit the envelope.	The kids slit the envelope.	neutral	real	modal	positive
The teachers might set the table.	The teachers set the table.	neutral	real	modal	positive
The managers might upset the boat.	The managers upset the boat.	neutral	real	modal	positive
The managers might hit the lights.	The managers hit the lights.	neutral	real	modal	positive
The directors might let the dog in.	The directors let the dog in.	neutral	real	modal	positive
The teachers might slit the envelope.	The teachers slit the envelope.	neutral	real	modal	positive
The directors might hit the lights.	The directors hit the lights.	neutral	real	modal	positive
The singers might thrust the fork into the cake.	The singers thrust the fork into the cake.	neutral	real	modal	positive
The girls might read the letter.	The girls read the letter.	neutral	real	modal	positive
The assistants might hit the lights.	The assistants hit the lights.	neutral	real	modal	positive
The kids might broadcast the message.	The kids broadcast the message.	neutral	real	modal	positive
The athletes might burst into the room.	The athletes burst into the room.	neutral	real	modal	positive
The teachers might upset the boat.	The teachers upset the boat.	neutral	real	modal	positive
The managers might read the letter.	The managers read the letter.	neutral	real	modal	positive
The doctors might spread the rumor.	The doctors spread the rumor.	neutral	real	modal	positive
The singers might spread the rumor.	The singers spread the rumor.	neutral	real	modal	positive
The professors might put the book on the shelf.	The professors put the book on the shelf.	neutral	real	modal	positive
The doctors might broadcast the message.	The doctors broadcast the message.	neutral	real	modal	positive
The singers might put on a jacket.	The singers put on a jacket.	neutral	real	modal	positive
The girls might upset the boat.	The girls upset the boat.	neutral	real	modal	positive
The kids might put the book on the shelf.	The kids put the book on the shelf.	neutral	real	modal	positive
The engineers might cut the ribbon.	The engineers cut the ribbon.	neutral	real	modal	positive
The directors might read the letter.	The directors read the letter.	neutral	real	modal	positive
The doctors might put on a jacket.	The doctors put on a jacket.	neutral	real	modal	positive
The girls might thrust the fork into the cake.	The girls thrust the fork into the cake.	neutral	real	modal	positive
The workers might thrust the fork into the cake.	The workers thrust the fork into the cake.	neutral	real	modal	positive
The assistants might thrust the fork into the cake.	The assistants thrust the fork into the cake.	neutral	real	modal	positive
The directors might read the letter.	The directors read the letter.	neutral	real	modal	positive
The doctors might put on a jacket.	The doctors put on a jacket.	neutral	real	modal	positive
The managers might let the dog in.	The managers let the dog in.	neutral	real	modal	positive
The doctors might burst into the room.	The doctors burst into the room.	neutral	real	modal	positive
The engineers might burst into the room.	The engineers burst into the room.	neutral	real	modal	positive
The doctors might hurt others.	The doctors hurt others.	neutral	real	modal	positive
The actors might put the book on the shelf.	The actors put the book on the shelf.	neutral	real	modal	positive
The boys might spread the rumor.	The boys spread the rumor.	neutral	real	modal	positive
The girls might set the table.	The girls set the table.	neutral	real	modal	positive
The teachers might put the book on the shelf.	The teachers put the book on the shelf.	neutral	real	modal	positive
The assistants might hit the gong.	The assistants hit the gong.	neutral	real	modal	positive
The teachers might hurt others.	The teachers hurt others.	neutral	real	modal	positive
The girls might hit the ball.	The girls hit the ball.	neutral	real	modal	positive
The engineers might cut the ribbon.	The engineers cut the ribbon.	neutral	real	modal	positive
The directors might cut the ribbon.	The directors cut the ribbon.	neutral	real	modal	positive
The assistants might burst into the room.	The assistants burst into the room.	neutral	real	modal	positive
The directors might shut the door.	The directors shut the door.	neutral	real	modal	positive
The assistants might thrust the fork into the cake.	The assistants thrust the fork into the cake.	neutral	real	modal	positive
The doctors might shut the door.	The doctors shut the door.	neutral	real	modal	positive
The doctors might slit the envelope.	The doctors slit the envelope.	neutral	real	modal	positive
The managers might broadcast the message.	The managers broadcast the message.	neutral	real	modal	positive
The assistants might hurt others.	The assistants hurt others.	neutral	real	modal	positive
The doctors might hit the gong.	The doctors hit the gong.	neutral	real	modal	positive
The students might broadcast the message.	The students broadcast the message.	neutral	real	modal	positive
The singers might let the dog in.	The singers did not let the dog in.	neutral	real	modal	negative
The doctors might slit the envelope.	The doctors did not slit the envelope.	neutral	real	modal	negative
The engineers might upset the boat.	The engineers did not upset the boat.	neutral	real	modal	negative
The professors might cut the ribbon.	The professors did not cut the ribbon.	neutral	real	modal	negative
The kids might read the letter.	The kids did not read the letter.	neutral	real	modal	negative
The singers might slit the envelope.	The singers did not slit the envelope.	neutral	real	modal	negative
The singers might hit the lights.	The singers did not hit the lights.	neutral	real	modal	negative
The students might spread the rumor.	The students did not spread the rumor.	neutral	real	modal	negative
The kids might read the letter.	The kids did not read the letter.	neutral	real	modal	negative
The assistants might cut the ribbon.	The assistants did not cut the ribbon.	neutral	real	modal	negative
The boys might hit the lights.	The boys did not hit the lights.	neutral	real	modal	negative
The girls might set the table.	The girls did not set the table.	neutral	real	modal	negative
The managers might set the table.	The managers did not set the table.	neutral	real	modal	negative
The athletes might hit the lights.	The athletes did not hit the lights.	neutral	real	modal	negative
The teachers might upset the boat.	The teachers did not upset the boat.	neutral	real	modal	negative
The athletes might read the letter.	The athletes did not read the letter.	neutral	real	modal	negative
The students might hurt others.	The students did not hurt others.	neutral	real	modal	negative
The directors might thrust the fork into the cake.	The directors did not thrust the fork into the cake.	neutral	real	modal	negative
The kids might hit the lights.	The kids did not hit the lights.	neutral	real	modal	negative
The workers might cast bronze into a statue.	The workers did not cast bronze into a statue.	neutral	real	modal	negative
The boys might cut the ribbon.	The boys did not cut the ribbon.	neutral	real	modal	negative
The singers might hurt others.	The singers did not hurt others.	neutral	real	modal	negative
The teachers might let the dog in.	The teachers did not let the dog in.	neutral	real	modal	negative
The directors might hit the gong.	The directors did not hit the gong.	neutral	real	modal	negative
The singers might read the letter.	The singers did not read the letter.	neutral	real	modal	negative
The engineers might broadcast the message.	The engineers did not broadcast the message.	neutral	real	modal	negative
The engineers might hit the lights.	The engineers did not hit the lights.	neutral	real	modal	negative
The actors might cast bronze into a statue.	The actors did not cast bronze into a statue.	neutral	real	modal	negative
The boys might burst into the room.	The boys did not burst into the room.	neutral	real	modal	negative
The assistants might hit the lights.	The assistants did not hit the lights.	neutral	real	modal	negative
The workers might hit the ball.	The workers did not hit the ball.	neutral	real	modal	negative
The athletes might read the letter.	The athletes did not read the letter.	neutral	real	modal	negative
The managers might shut the door.	The managers did not shut the door.	neutral	real	modal	negative
The doctors might upset the boat.	The doctors did not upset the boat.	neutral	real	modal	negative
The singers might hit the gong.	The singers did not hit the gong.	neutral	real	modal	negative
The girls might cut the ribbon.	The girls did not cut the ribbon.	neutral	real	modal	negative
